Date,Store,Dept,Weekly_Sales
2012-12-28,1,6,15039.567100000018
2012-12-28,1,7,48863.80779999996
2012-12-28,1,8,37806.801399999975
2012-12-28,1,9,33823.1242
2012-12-28,1,10,31774.972899999986
2012-12-28,1,11,27430.315000000013
2012-12-28,1,12,8202.060399999997
2012-12-28,1,13,36028.02130000002
2012-12-28,1,14,37931.8327
2012-12-28,1,16,5355.570300000001
2012-12-28,1,17,11514.422799999993
2012-12-28,1,18,17430.207600000023
2012-12-28,1,19,1725.9112999999998
2012-12-28,1,20,4542.895300000003
2012-12-28,1,21,8338.6688
2012-12-28,1,22,14344.239500000009
2012-12-28,1,23,31082.097299999994
2012-12-28,1,24,13178.9983
2012-12-28,1,25,10813.439699999999
2012-12-28,1,26,10470.522999999996
2012-12-28,1,27,2509.3397999999984
2012-12-28,1,28,763.7275000000005
2012-12-28,1,29,7518.069199999999
2012-12-28,1,30,2448.9107000000013
2012-12-28,1,31,2506.4729999999995
2012-12-28,1,32,12697.807099999984
2012-12-28,1,33,5782.005700000004
2012-12-28,1,34,12016.321099999992
2012-12-28,1,35,2705.340999999998
2012-12-28,1,36,2869.9887999999987
2012-12-28,1,37,2529.7234
2012-12-28,1,38,68547.09330000002
2012-12-28,1,40,58314.60459999997
2012-12-28,1,41,2148.2443000000003
2012-12-28,1,42,7093.588899999999
2012-12-28,1,44,6177.4401000000025
2012-12-28,1,46,27030.541299999986
2012-12-28,1,48,2967.1766
2012-12-28,1,49,11356.959899999985
2012-12-28,1,52,2630.4677000000006
2012-12-28,1,54,73.34220000000006
2012-12-28,1,55,34891.20450000002
2012-12-28,1,56,708.5050999999999
2012-12-28,1,58,3635.34
2012-12-28,1,59,6405.187400000001
2012-12-28,1,60,762.3340000000001
2012-12-28,1,67,8690.7002
2012-12-28,1,71,3840.1057000000055
2012-12-28,1,72,81222.9135
2012-12-28,1,74,13694.664799999997
2012-12-28,1,79,29175.59070000003
2012-12-28,1,80,17812.114800000007
2012-12-28,1,81,28435.222799999985
2012-12-28,1,82,33388.34849999997
2012-12-28,1,83,4908.089299999999
2012-12-28,1,85,4458.775799999996
2012-12-28,1,87,48451.7184
2012-12-28,1,90,83543.61419999997
2012-12-28,1,91,53936.543999999936
2012-12-28,1,92,100000.0
2012-12-28,1,93,59788.474099999985
2012-12-28,1,94,53358.0048
2012-12-28,1,95,96122.64840000005
2012-12-28,1,96,36211.854699999996
2012-12-28,1,97,32710.577300000004
2012-12-28,1,98,15257.519800000007
2012-12-28,1,99,421.3189
2013-01-04,1,1,17289.390799999983
2013-01-04,1,2,47040.00489999999
2013-01-04,1,3,12880.475400000005
2013-01-04,1,4,38045.57750000002
2013-01-04,1,5,25466.889000000014
2013-01-04,1,6,2638.9401999999986
2013-01-04,1,7,11687.549100000006
2013-01-04,1,8,39057.05020000001
2013-01-04,1,9,17510.3432
2013-01-04,1,10,26795.2322
2013-01-04,1,11,23710.44960000002
2013-01-04,1,12,7949.866099999998
2013-01-04,1,13,39787.2143
2013-01-04,1,14,14321.327699999993
2013-01-04,1,16,6181.8574999999955
2013-01-04,1,17,8829.182300000004
2013-01-04,1,18,6839.961999999996
2013-01-04,1,19,933.9073000000003
2013-01-04,1,20,3501.690200000001
2013-01-04,1,21,7539.3715999999995
2013-01-04,1,22,8763.237999999994
2013-01-04,1,23,17766.6071
2013-01-04,1,24,6252.524200000002
2013-01-04,1,25,6733.970600000001
2013-01-04,1,26,4491.811699999995
2013-01-04,1,27,1931.2965000000002
2013-01-04,1,28,734.5016
2013-01-04,1,29,4954.612500000001
2013-01-04,1,30,2687.315000000002
2013-01-04,1,31,3044.328600000002
2013-01-04,1,32,4760.136200000005
2013-01-04,1,33,3839.3452
2013-01-04,1,34,8434.5691
2013-01-04,1,35,1971.5167000000015
2013-01-04,1,36,1226.4288000000004
2013-01-04,1,37,3128.701800000004
2013-01-04,1,38,89475.27799999998
2013-01-04,1,40,64442.555199999995
2013-01-04,1,41,391.4078
2013-01-04,1,42,7638.2299000000085
2013-01-04,1,44,4290.497900000004
2013-01-04,1,46,16615.1178
2013-01-04,1,48,753.28
2013-01-04,1,49,10760.516599999999
2013-01-04,1,52,1766.1658999999993
2013-01-04,1,54,40.03080000000001
2013-01-04,1,55,12455.348200000002
2013-01-04,1,56,955.8148999999996
2013-01-04,1,58,2493.252
2013-01-04,1,59,451.92260000000016
2013-01-04,1,60,1257.4480000000005
2013-01-04,1,67,6983.671000000002
2013-01-04,1,71,2750.5687999999996
2013-01-04,1,72,41302.17669999999
2013-01-04,1,74,12430.630400000002
2013-01-04,1,79,42685.94909999995
2013-01-04,1,80,17729.712900000002
2013-01-04,1,81,30566.45510000001
2013-01-04,1,82,21095.60399999998
2013-01-04,1,83,6197.895400000001
2013-01-04,1,85,3018.0722999999994
2013-01-04,1,87,61336.54330000005
2013-01-04,1,90,86146.80720000004
2013-01-04,1,91,67345.2824
2013-01-04,1,92,100000.0
2013-01-04,1,93,75034.38680000002
2013-01-04,1,94,67199.37490000002
2013-01-04,1,95,99770.40159999998
2013-01-04,1,96,29512.942600000006
2013-01-04,1,97,36106.5301
2013-01-04,1,98,12110.218000000004
2013-01-11,1,1,17544.100699999984
2013-01-11,1,2,45773.61319999999
2013-01-11,1,3,13015.983500000006
2013-01-11,1,4,36320.193600000006
2013-01-11,1,5,22875.2168
2013-01-11,1,6,2829.054
2013-01-11,1,7,10780.838400000002
2013-01-11,1,8,35882.26310000001
2013-01-11,1,9,17494.356099999997
2013-01-11,1,10,26399.796000000017
2013-01-11,1,11,23240.650400000013
2013-01-11,1,12,8152.359899999994
2013-01-11,1,13,38525.77800000002
2013-01-11,1,14,15976.000600000001
2013-01-11,1,16,7053.886999999995
2013-01-11,1,17,8904.480100000008
2013-01-11,1,18,3394.7878
2013-01-11,1,19,833.2302000000008
2013-01-11,1,20,4060.0067000000017
2013-01-11,1,21,7550.400899999996
2013-01-11,1,22,8088.7404999999935
2013-01-11,1,23,16293.612499999987
2013-01-11,1,24,4251.754800000002
2013-01-11,1,25,6269.900999999999
2013-01-11,1,26,4317.512199999999
2013-01-11,1,27,1759.0131
